Date,Trial_Day,Plate,Condition,Count_Trial,Cell_Count
8-Mar,Day 5,B,Control,1,89
8-Mar,Day 5,B,Control,2,196
8-Mar,Day 5,B,Control,3,161
8-Mar,Day 5,B,Control,4,88
8-Mar,Day 5,B,Control,5,194
8-Mar,Day 5,B,Control,6,127
8-Mar,Day 5,B,Control,7,204
8-Mar,Day 5,B,Control,8,705
8-Mar,Day 5,B,Control,9,474
8-Mar,Day 5,B,Control,10,266
8-Mar,Day 5,B,Control,11,164
8-Mar,Day 5,B,Control,12,243
8-Mar,Day 5,C,B-Field,1,262
8-Mar,Day 5,C,B-Field,2,359
8-Mar,Day 5,C,B-Field,3,296
8-Mar,Day 5,C,B-Field,4,517
8-Mar,Day 5,C,B-Field,5,384
8-Mar,Day 5,C,B-Field,6,404
8-Mar,Day 5,C,B-Field,7,376
8-Mar,Day 5,C,B-Field,8,844
8-Mar,Day 5,C,B-Field,9,391
8-Mar,Day 5,C,B-Field,10,426
8-Mar,Day 5,C,B-Field,11,924
8-Mar,Day 5,C,B-Field,12,339
8-Mar,Day 5,D,B-Field,1,185
8-Mar,Day 5,D,B-Field,2,324
8-Mar,Day 5,D,B-Field,3,193
8-Mar,Day 5,D,B-Field,4,40
8-Mar,Day 5,D,B-Field,5,99
8-Mar,Day 5,D,B-Field,6,229
8-Mar,Day 5,D,B-Field,7,704
8-Mar,Day 5,D,B-Field,8,417
8-Mar,Day 5,D,B-Field,9,309
8-Mar,Day 5,D,B-Field,10,467
8-Mar,Day 5,D,B-Field,11,873
8-Mar,Day 5,D,B-Field,12,386
9-Mar,Day 6,A,Control,1,319
9-Mar,Day 6,A,Control,2,443
9-Mar,Day 6,A,Control,3,414
9-Mar,Day 6,A,Control,4,291
9-Mar,Day 6,A,Control,5,210
9-Mar,Day 6,A,Control,6,250
9-Mar,Day 6,A,Control,7,304
9-Mar,Day 6,A,Control,8,543
9-Mar,Day 6,A,Control,9,452
9-Mar,Day 6,A,Control,10,386
9-Mar,Day 6,A,Control,11,517
9-Mar,Day 6,A,Control,12,924
9-Mar,Day 6,B,Control,1,291
9-Mar,Day 6,B,Control,2,373
9-Mar,Day 6,B,Control,3,232
9-Mar,Day 6,B,Control,4,382
9-Mar,Day 6,B,Control,5,321
9-Mar,Day 6,B,Control,6,304
9-Mar,Day 6,B,Control,7,261
9-Mar,Day 6,B,Control,8,432
9-Mar,Day 6,B,Control,9,986
9-Mar,Day 6,B,Control,10,506
9-Mar,Day 6,B,Control,11,472
9-Mar,Day 6,B,Control,12,223
9-Mar,Day 6,C,B-Field,1,436
9-Mar,Day 6,C,B-Field,2,502
9-Mar,Day 6,C,B-Field,3,612
9-Mar,Day 6,C,B-Field,4,973
9-Mar,Day 6,C,B-Field,5,881
9-Mar,Day 6,C,B-Field,6,451
9-Mar,Day 6,C,B-Field,7,316
9-Mar,Day 6,C,B-Field,8,346
9-Mar,Day 6,C,B-Field,9,525
9-Mar,Day 6,C,B-Field,10,492
9-Mar,Day 6,C,B-Field,11,507
9-Mar,Day 6,C,B-Field,12,721
9-Mar,Day 6,D,B-Field,1,431
9-Mar,Day 6,D,B-Field,2,567
9-Mar,Day 6,D,B-Field,3,734
9-Mar,Day 6,D,B-Field,4,95
9-Mar,Day 6,D,B-Field,5,134
9-Mar,Day 6,D,B-Field,6,218
9-Mar,Day 6,D,B-Field,7,328
9-Mar,Day 6,D,B-Field,8,982
9-Mar,Day 6,D,B-Field,9,874
9-Mar,Day 6,D,B-Field,10,501
9-Mar,Day 6,D,B-Field,11,349
9-Mar,Day 6,D,B-Field,12,926
10-Mar,Day 7,A,Control,1,433
10-Mar,Day 7,A,Control,2,521
10-Mar,Day 7,A,Control,3,568
10-Mar,Day 7,A,Control,4,492
10-Mar,Day 7,A,Control,5,456
10-Mar,Day 7,A,Control,6,502
10-Mar,Day 7,A,Control,7,622
10-Mar,Day 7,A,Control,8,515
10-Mar,Day 7,A,Control,9,842
10-Mar,Day 7,A,Control,10,462
10-Mar,Day 7,A,Control,11,634
10-Mar,Day 7,A,Control,12,908
10-Mar,Day 7,B,Control,1,562
10-Mar,Day 7,B,Control,2,653
10-Mar,Day 7,B,Control,3,813
10-Mar,Day 7,B,Control,4,527
10-Mar,Day 7,B,Control,5,479
10-Mar,Day 7,B,Control,6,384
10-Mar,Day 7,B,Control,7,694
10-Mar,Day 7,B,Control,8,296
10-Mar,Day 7,B,Control,9,552
10-Mar,Day 7,B,Control,10,673
10-Mar,Day 7,B,Control,11,633
10-Mar,Day 7,B,Control,12,912
10-Mar,Day 7,C,B-Field,1,946
10-Mar,Day 7,C,B-Field,2,511
10-Mar,Day 7,C,B-Field,3,464
10-Mar,Day 7,C,B-Field,4,489
10-Mar,Day 7,C,B-Field,5,762
10-Mar,Day 7,C,B-Field,6,551
10-Mar,Day 7,C,B-Field,7,634
10-Mar,Day 7,C,B-Field,8,212
10-Mar,Day 7,C,B-Field,9,317
10-Mar,Day 7,C,B-Field,10,823
10-Mar,Day 7,C,B-Field,11,394
10-Mar,Day 7,C,B-Field,12,523
10-Mar,Day 7,D,B-Field,1,452
10-Mar,Day 7,D,B-Field,2,657
10-Mar,Day 7,D,B-Field,3,286
10-Mar,Day 7,D,B-Field,4,258
10-Mar,Day 7,D,B-Field,5,426
10-Mar,Day 7,D,B-Field,6,604
10-Mar,Day 7,D,B-Field,7,844
10-Mar,Day 7,D,B-Field,8,492
10-Mar,Day 7,D,B-Field,9,524
10-Mar,Day 7,D,B-Field,10,481
10-Mar,Day 7,D,B-Field,11,46
10-Mar,Day 7,D,B-Field,12,953
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
